日期,時間,開盤價,最高價,最低價,收盤價,SMA8,SMA17,SMA34,SMA68,成交量,MA40,MA80,DIF18-32,MACD12,OSC,"K(90,3)","D(90,3)"
11/24/2022,12:15:00,8.71,8.72,8.71,8.71,8.71,8.7,8.7,8.69,490,75,58,0,0,0,93.29%,97.57%
11/24/2022,12:16:00,8.71,8.71,8.7,8.71,8.71,8.7,8.7,8.69,26,75,59,0,0,0,88.86%,94.67%
11/24/2022,12:17:00,8.71,8.71,8.71,8.71,8.71,8.7,8.7,8.7,15,75,59,0,0,0,85.91%,91.75%
11/24/2022,12:18:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,18,75,59,0,0,0,83.94%,89.15%
11/24/2022,12:19:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,6,74,59,0,0,0,82.63%,86.97%
11/24/2022,12:20:00,8.71,8.71,8.7,8.7,8.71,8.71,8.7,8.7,10,73,59,0,0,0,75.08%,83.01%
11/24/2022,12:21:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,256,80,61,0,0,0,76.72%,80.91%
11/24/2022,12:22:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,17,80,61,0,0,0,77.82%,79.88%
11/24/2022,12:23:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,15,80,61,0,0,0,78.54%,79.44%
11/24/2022,12:24:00,8.71,8.71,8.7,8.7,8.71,8.71,8.7,8.7,49,70,61,0,0,0,72.36%,77.08%
11/24/2022,12:25:00,8.7,8.71,8.7,8.7,8.71,8.71,8.7,8.7,38,70,62,0,0,0,68.24%,74.13%
11/24/2022,12:26:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,17,70,62,0,0,0,72.16%,73.48%
11/24/2022,12:27:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,83,71,62,0,0,0,74.77%,73.91%
11/24/2022,12:28:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,8,71,62,0,0,0,76.52%,74.78%
11/24/2022,12:29:00,8.71,8.71,8.7,8.71,8.71,8.71,8.7,8.7,100,73,63,0,0,0,77.68%,75.74%
11/24/2022,12:30:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,6,73,60,0,0,0,78.45%,76.65%
11/24/2022,12:31:00,8.7,8.71,8.7,8.7,8.71,8.71,8.71,8.7,18,74,57,0,0,0,72.30%,75.20%
11/24/2022,12:32:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,60,72,57,0,0,0,74.87%,75.09%
11/24/2022,12:33:00,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.7,12,72,57,0,0,0,76.58%,75.58%
11/24/2022,12:34:00,8.71,8.71,8.7,8.7,8.71,8.71,8.71,8.7,11,73,56,0,0,0,71.05%,74.07%
11/24/2022,12:35:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,12,73,56,0,0,0,74.03%,74.06%
11/24/2022,12:36:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,33,73,56,0,0,0,76.02%,74.71%
11/24/2022,12:37:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,159,77,58,0,0,0,77.35%,75.59%
11/24/2022,12:38:00,8.71,8.71,8.7,8.71,8.71,8.71,8.71,8.7,20,70,58,0,0,0,78.23%,76.47%
11/24/2022,12:39:00,8.71,8.72,8.7,8.72,8.71,8.71,8.71,8.7,489,82,64,0,0,0,85.49%,79.48%
11/24/2022,12:40:00,8.72,8.72,8.71,8.72,8.71,8.71,8.71,8.7,64,83,65,0,0,0,90.33%,83.09%
11/24/2022,12:41:00,8.71,8.72,8.71,8.72,8.71,8.71,8.71,8.7,34,83,65,0,0,0,93.55%,86.58%
11/24/2022,12:42:00,8.72,8.72,8.71,8.72,8.72,8.71,8.71,8.7,71,84,66,0,0,0,95.70%,89.62%
11/24/2022,12:43:00,8.72,8.72,8.72,8.72,8.72,8.71,8.71,8.7,22,85,65,0,0,0,97.13%,92.12%
11/24/2022,12:44:00,8.72,8.72,8.71,8.72,8.72,8.71,8.71,8.7,36,86,65,0,0,0,98.09%,94.11%
11/24/2022,12:45:00,8.71,8.72,8.71,8.72,8.72,8.71,8.71,8.7,39,86,66,0,0,0,98.73%,95.65%
11/24/2022,12:46:00,8.72,8.72,8.72,8.72,8.72,8.71,8.71,8.71,70,88,67,0,0,0,99.15%,96.82%
11/24/2022,12:47:00,8.72,8.72,8.71,8.72,8.72,8.71,8.71,8.71,81,89,67,0,0,0,99.43%,97.69%
11/24/2022,12:48:00,8.71,8.72,8.71,8.72,8.72,8.72,8.71,8.71,29,90,68,0,0,0,99.62%,98.33%
11/24/2022,12:49:00,8.72,8.72,8.71,8.71,8.72,8.72,8.71,8.71,142,92,69,0,0,0,91.42%,96.03%
11/24/2022,12:50:00,8.72,8.72,8.71,8.72,8.72,8.72,8.71,8.71,64,92,70,0,0,0,94.28%,95.44%
11/24/2022,12:51:00,8.72,8.72,8.71,8.72,8.72,8.72,8.71,8.71,85,77,71,0,0,0,96.18%,95.69%
11/24/2022,12:52:00,8.72,8.72,8.71,8.71,8.72,8.72,8.71,8.71,72,76,68,0,0,0,89.12%,93.50%
11/24/2022,12:53:00,8.71,8.72,8.71,8.72,8.72,8.72,8.71,8.71,125,78,69,0,0,0,92.75%,93.25%
11/24/2022,12:54:00,8.72,8.73,8.72,8.73,8.72,8.72,8.71,8.71,966,97,81,0,0,0,95.17%,93.89%
11/24/2022,12:55:00,8.72,8.73,8.72,8.73,8.72,8.72,8.71,8.71,177,89,82,0,0,0,96.78%,94.85%
11/24/2022,12:56:00,8.72,8.73,8.72,8.73,8.72,8.72,8.71,8.71,97,91,83,0,0,0,97.85%,95.85%
11/24/2022,12:57:00,8.73,8.73,8.72,8.72,8.72,8.72,8.71,8.71,11,91,83,0,0,0,91.90%,94.53%
11/24/2022,12:58:00,8.73,8.73,8.72,8.73,8.72,8.72,8.72,8.71,119,93,84,0,0,0,94.60%,94.56%
11/24/2022,12:59:00,8.73,8.73,8.72,8.73,8.73,8.72,8.72,8.71,155,97,85,0,0,0,96.40%,95.17%
11/24/2022,13:00:00,8.73,8.73,8.73,8.73,8.73,8.72,8.72,8.71,103,99,86,0,0,0,97.60%,95.98%
11/24/2022,13:01:00,8.73,8.73,8.72,8.72,8.73,8.72,8.72,8.71,704,110,95,0,0,0,91.73%,94.57%
11/24/2022,13:02:00,8.72,8.73,8.72,8.72,8.73,8.72,8.72,8.71,146,114,97,0,0,0,86.16%,91.76%
11/24/2022,13:03:00,8.73,8.73,8.72,8.72,8.73,8.72,8.72,8.71,61,115,97,0,0,0,82.44%,88.65%
11/24/2022,13:04:00,8.72,8.73,8.72,8.73,8.73,8.72,8.72,8.71,21,114,92,0,0,0,88.29%,88.53%
11/24/2022,13:05:00,8.73,8.73,8.72,8.72,8.73,8.72,8.72,8.71,150,117,93,0,0,0,83.86%,86.98%
11/24/2022,13:06:00,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.71,10,117,93,0,0,0,80.91%,84.95%
11/24/2022,13:07:00,8.72,8.73,8.72,8.72,8.72,8.72,8.72,8.71,48,116,93,0,0,0,78.94%,82.95%
11/24/2022,13:08:00,8.72,8.73,8.71,8.71,8.72,8.72,8.72,8.71,271,122,97,0,0,0,69.29%,78.40%
11/24/2022,13:09:00,8.71,8.72,8.71,8.71,8.72,8.72,8.72,8.71,214,125,99,0,0,0,62.86%,73.22%
11/24/2022,13:10:00,8.72,8.72,8.71,8.72,8.72,8.72,8.72,8.71,32,126,100,0,0,0,66.91%,71.11%
11/24/2022,13:11:00,8.72,8.72,8.71,8.71,8.72,8.72,8.72,8.71,6,126,100,0,0,0,61.27%,67.83%
11/24/2022,13:12:00,8.71,8.73,8.71,8.71,8.72,8.72,8.72,8.71,1248,155,114,0,0,0,57.51%,64.39%
11/24/2022,13:13:00,8.71,8.71,8.71,8.71,8.71,8.72,8.72,8.71,30,156,114,0,0,0,55.01%,61.27%
11/24/2022,13:14:00,8.71,8.71,8.7,8.7,8.71,8.72,8.72,8.71,237,161,117,0,0,0,45.01%,55.85%
11/24/2022,13:15:00,8.7,8.71,8.7,8.71,8.71,8.72,8.72,8.71,41,162,117,0,0,0,46.67%,52.79%
11/24/2022,13:16:00,8.7,8.71,8.7,8.7,8.71,8.72,8.72,8.71,300,169,121,0,0,0,39.45%,48.34%
11/24/2022,13:17:00,8.7,8.7,8.69,8.69,8.71,8.71,8.72,8.71,10,165,121,0,0,0,26.30%,40.99%
11/24/2022,13:18:00,8.69,8.7,8.69,8.7,8.7,8.71,8.72,8.71,60,166,118,0,0,0,25.87%,35.95%
11/24/2022,13:19:00,8.7,8.71,8.69,8.71,8.7,8.71,8.72,8.71,148,157,120,0,0,0,33.91%,35.27%
11/24/2022,13:20:00,8.7,8.7,8.7,8.7,8.7,8.71,8.72,8.71,36,157,120,0,0,0,30.94%,33.83%
11/24/2022,13:21:00,8.7,8.71,8.7,8.7,8.7,8.71,8.72,8.71,100,158,121,0,0,0,28.96%,32.20%
11/24/2022,13:22:00,8.7,8.71,8.7,8.7,8.7,8.71,8.72,8.71,23,157,121,0,0,0,27.64%,30.68%
11/24/2022,13:23:00,8.7,8.71,8.69,8.71,8.7,8.71,8.72,8.71,101,159,122,0,0,0,35.09%,32.15%
11/24/2022,13:24:00,8.72,8.72,8.69,8.69,8.7,8.7,8.71,8.71,215,164,125,0,0,0,23.40%,29.23%
11/24/2022,13:25:00,8.69,8.69,8.69,8.69,8.7,8.7,8.71,8.71,0,163,124,0,0,0,15.60%,24.69%
11/24/2022,13:26:00,8.69,8.69,8.69,8.69,8.7,8.7,8.71,8.71,0,161,124,0,0,0,10.40%,19.92%
11/24/2022,13:27:00,8.69,8.69,8.69,8.69,8.7,8.7,8.71,8.71,0,159,124,0,0,0,6.93%,15.59%
11/24/2022,13:28:00,8.69,8.69,8.69,8.69,8.7,8.7,8.71,8.71,0,158,124,0,0,0,4.62%,11.94%
11/24/2022,13:29:00,8.73,8.73,8.73,8.73,8.7,8.7,8.71,8.71,1499,192,142,0,0,0,36.41%,20.10%
11/25/2022,09:00:00,8.71,8.71,8.67,8.68,8.7,8.7,8.71,8.71,606,206,149,0,0,0,29.83%,23.34%
11/25/2022,09:01:00,8.7,8.71,8.7,8.71,8.7,8.7,8.71,8.71,71,205,141,0,0,0,42.11%,29.60%
11/25/2022,09:02:00,8.72,8.72,8.71,8.72,8.7,8.7,8.71,8.71,64,205,141,0,0,0,55.85%,38.35%
11/25/2022,09:03:00,8.72,8.72,8.7,8.72,8.7,8.7,8.71,8.71,232,208,143,0,0,0,65.01%,47.24%
11/25/2022,09:04:00,8.72,8.72,8.7,8.7,8.71,8.7,8.71,8.71,159,188,142,0,0,0,60.01%,51.49%
11/25/2022,09:05:00,8.7,8.71,8.7,8.71,8.71,8.7,8.71,8.71,63,185,137,0,0,0,62.23%,55.07%
11/25/2022,09:06:00,8.71,8.72,8.71,8.72,8.71,8.7,8.71,8.71,19,183,137,0,0,0,69.26%,59.80%
11/25/2022,09:07:00,8.72,8.72,8.71,8.72,8.71,8.7,8.71,8.71,32,183,137,0,0,0,73.95%,64.52%
11/25/2022,09:08:00,8.71,8.73,8.71,8.72,8.72,8.71,8.71,8.71,230,186,140,0,0,0,77.08%,68.71%
11/25/2022,09:09:00,8.72,8.72,8.72,8.72,8.72,8.71,8.71,8.71,194,187,142,0,0,0,79.16%,72.19%
11/25/2022,09:10:00,8.72,8.72,8.72,8.72,8.72,8.71,8.71,8.71,36,185,142,0,0,0,80.55%,74.98%
11/25/2022,09:11:00,8.72,8.73,8.72,8.72,8.72,8.71,8.71,8.71,220,173,142,0,0,0,81.48%,77.15%
11/25/2022,09:12:00,8.71,8.73,8.71,8.72,8.72,8.71,8.71,8.71,222,175,144,0,0,0,82.10%,78.80%
11/25/2022,09:13:00,8.72,8.72,8.72,8.72,8.72,8.71,8.71,8.71,18,174,144,0,0,0,82.51%,80.03%
11/25/2022,09:14:00,8.72,8.72,8.71,8.72,8.72,8.71,8.71,8.71,229,179,147,0,0,0,82.78%,80.95%
11/25/2022,09:15:00,8.71,8.72,8.71,8.72,8.72,8.72,8.71,8.71,273,182,150,0,0,0,82.97%,81.62%
11/25/2022,09:16:00,8.72,8.72,8.72,8.72,8.72,8.72,8.71,8.71,10,182,150,0,0,0,83.09%,82.11%
11/25/2022,09:17:00,8.72,8.72,8.71,8.72,8.72,8.72,8.71,8.71,25,182,149,0,0,0,83.17%,82.46%
11/25/2022,09:18:00,8.72,8.72,8.71,8.71,8.72,8.72,8.71,8.71,47,176,149,0,0,0,77.67%,80.87%
11/25/2022,09:19:00,8.71,8.71,8.71,8.71,8.72,8.72,8.71,8.71,37,172,148,0,0,0,74.00%,78.58%
11/25/2022,09:20:00,8.71,8.71,8.71,8.71,8.72,8.72,8.71,8.71,36,172,149,0,0,0,71.56%,76.24%
11/25/2022,09:21:00,8.71,8.71,8.7,8.71,8.72,8.72,8.71,8.71,136,175,150,0,0,0,69.93%,74.13%
11/25/2022,09:22:00,8.71,8.71,8.7,8.7,8.71,8.72,8.71,8.71,109,147,151,0,0,0,63.28%,70.52%
11/25/2022,09:23:00,8.7,8.7,8.69,8.69,8.71,8.71,8.71,8.71,43,147,151,0,0,0,53.30%,64.78%
11/25/2022,09:24:00,8.7,8.72,8.7,8.72,8.71,8.71,8.71,8.71,213,146,154,0,0,0,63.31%,64.29%
11/25/2022,09:25:00,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,81,147,155,0,0,0,64.43%,64.34%
11/25/2022,09:26:00,8.71,8.71,8.69,8.7,8.71,8.71,8.71,8.71,211,145,157,0,0,0,59.62%,62.76%
11/25/2022,09:27:00,8.7,8.7,8.7,8.7,8.71,8.71,8.71,8.71,40,146,155,0,0,0,56.41%,60.65%
11/25/2022,09:28:00,8.7,8.71,8.7,8.7,8.7,8.71,8.71,8.71,28,145,156,0,0,0,54.28%,58.52%
11/25/2022,09:29:00,8.7,8.7,8.69,8.7,8.7,8.71,8.71,8.71,380,151,154,0,0,0,52.85%,56.63%
11/25/2022,09:30:00,8.69,8.7,8.69,8.7,8.7,8.71,8.71,8.71,73,152,154,0,0,0,51.90%,55.05%
11/25/2022,09:31:00,8.69,8.71,8.69,8.7,8.7,8.71,8.71,8.71,287,157,157,0,0,0,51.27%,53.79%
11/25/2022,09:32:00,8.69,8.69,8.69,8.69,8.7,8.71,8.71,8.71,5,156,157,0,0,0,45.29%,50.96%
11/25/2022,09:33:00,8.7,8.7,8.69,8.7,8.7,8.7,8.71,8.71,99,156,158,0,0,0,46.86%,49.59%
11/25/2022,09:34:00,8.69,8.7,8.69,8.69,8.7,8.7,8.71,8.71,26,151,158,0,0,0,42.35%,47.18%
11/25/2022,09:35:00,8.7,8.7,8.69,8.69,8.7,8.7,8.71,8.71,66,153,158,0,0,0,39.34%,44.57%
11/25/2022,09:36:00,8.69,8.69,8.69,8.69,8.7,8.7,8.71,8.71,0,153,157,0,0,0,37.34%,42.16%
11/25/2022,09:37:00,8.69,8.7,8.69,8.69,8.69,8.7,8.71,8.71,17,153,156,0,0,0,36.01%,40.11%
11/25/2022,09:38:00,8.69,8.69,8.68,8.69,8.69,8.7,8.71,8.71,112,156,157,0,0,0,35.11%,38.44%
11/25/2022,09:39:00,8.7,8.7,8.68,8.68,8.69,8.7,8.71,8.71,207,124,158,0,0,0,28.97%,35.28%
11/25/2022,09:40:00,8.69,8.69,8.68,8.68,8.69,8.7,8.71,8.71,86,111,158,0,0,0,24.87%,31.81%
11/25/2022,09:41:00,8.68,8.7,8.68,8.7,8.69,8.69,8.7,8.71,207,114,160,0,0,0,33.24%,32.29%
11/25/2022,09:42:00,8.7,8.71,8.69,8.7,8.69,8.69,8.7,8.71,219,118,162,0,0,0,38.83%,34.47%
11/25/2022,09:43:00,8.7,8.71,8.69,8.7,8.69,8.69,8.7,8.71,115,115,162,0,0,0,42.55%,37.16%
11/25/2022,09:44:00,8.7,8.71,8.69,8.7,8.69,8.69,8.7,8.7,139,115,151,0,0,0,45.04%,39.79%
11/25/2022,09:45:00,8.7,8.71,8.7,8.71,8.7,8.69,8.7,8.7,193,118,151,0,0,0,52.25%,43.94%
11/25/2022,09:46:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,1,118,150,0,0,0,51.50%,46.46%
11/25/2022,09:47:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,19,117,150,0,0,0,51.00%,47.97%
11/25/2022,09:48:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,90,114,150,0,0,0,50.67%,48.87%
11/25/2022,09:49:00,8.71,8.71,8.69,8.7,8.7,8.7,8.7,8.7,150,113,150,0,0,0,50.44%,49.39%
11/25/2022,09:50:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8,112,149,0,0,0,50.30%,49.69%
