日期,時間,開盤價,最高價,最低價,收盤價,SMA8,SMA17,SMA34,SMA68,成交量,MA40,MA80,DIF18-32,MACD12,OSC,"K(90,3)","D(90,3)"
11/25/2022,09:51:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,15,107,140,0,0,0,50.20%,49.86%
11/25/2022,09:52:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,9,101,138,0,0,0,50.13%,49.95%
11/25/2022,09:53:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,33,102,138,0,0,0,50.09%,50.00%
11/25/2022,09:54:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,114,99,139,0,0,0,50.06%,50.02%
11/25/2022,09:55:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,73,94,138,0,0,0,55.59%,51.88%
11/25/2022,09:56:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,35,95,139,0,0,0,53.73%,52.49%
11/25/2022,09:57:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,9,94,138,0,0,0,52.49%,52.49%
11/25/2022,09:58:00,8.71,8.71,8.71,8.71,8.7,8.7,8.7,8.7,10,93,135,0,0,0,57.21%,54.07%
11/25/2022,09:59:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,38,93,133,0,0,0,54.81%,54.31%
11/25/2022,10:00:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,68,94,133,0,0,0,53.21%,53.94%
11/25/2022,10:01:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,140,94,135,0,0,0,52.14%,53.34%
11/25/2022,10:02:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,13,92,119,0,0,0,51.42%,52.70%
11/25/2022,10:03:00,8.71,8.72,8.71,8.72,8.7,8.7,8.7,8.7,431,102,124,0,0,0,62.06%,55.82%
11/25/2022,10:04:00,8.72,8.72,8.71,8.71,8.71,8.7,8.7,8.7,21,97,122,0,0,0,63.60%,58.41%
11/25/2022,10:05:00,8.71,8.71,8.71,8.71,8.71,8.7,8.7,8.7,40,96,122,0,0,0,64.62%,60.48%
11/25/2022,10:06:00,8.71,8.71,8.71,8.71,8.71,8.7,8.7,8.71,25,91,118,0,0,0,65.30%,62.09%
11/25/2022,10:07:00,8.72,8.72,8.72,8.72,8.71,8.71,8.7,8.71,40,91,118,0,0,0,71.31%,65.16%
11/25/2022,10:08:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.71,22,91,118,0,0,0,69.76%,66.70%
11/25/2022,10:09:00,8.71,8.71,8.7,8.7,8.71,8.71,8.7,8.71,24,82,116,0,0,0,63.18%,65.52%
11/25/2022,10:10:00,8.7,8.7,8.7,8.7,8.71,8.71,8.7,8.71,1,80,116,0,0,0,58.78%,63.28%
11/25/2022,10:11:00,8.7,8.7,8.7,8.7,8.71,8.71,8.7,8.7,0,73,115,0,0,0,55.86%,60.80%
11/25/2022,10:12:00,8.7,8.7,8.7,8.7,8.71,8.71,8.7,8.7,0,73,114,0,0,0,53.90%,58.50%
11/25/2022,10:13:00,8.7,8.71,8.7,8.71,8.71,8.71,8.7,8.7,3,70,113,0,0,0,58.16%,58.39%
11/25/2022,10:14:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,67,72,111,0,0,0,60.99%,59.26%
11/25/2022,10:15:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,4,70,111,0,0,0,62.89%,60.47%
11/25/2022,10:16:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,11,70,112,0,0,0,64.15%,61.69%
11/25/2022,10:17:00,8.71,8.71,8.7,8.7,8.71,8.71,8.7,8.7,13,70,112,0,0,0,59.43%,60.94%
11/25/2022,10:18:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,24,68,112,0,0,0,61.84%,61.24%
11/25/2022,10:19:00,8.71,8.71,8.71,8.71,8.71,8.71,8.7,8.7,50,64,94,0,0,0,63.45%,61.98%
11/25/2022,10:20:00,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.7,11,62,87,0,0,0,64.52%,62.83%
11/25/2022,10:21:00,8.7,8.7,8.7,8.7,8.71,8.71,8.71,8.7,10,57,86,0,0,0,59.68%,61.78%
11/25/2022,10:22:00,8.71,8.71,8.7,8.7,8.71,8.71,8.71,8.7,30,52,85,0,0,0,56.45%,60.00%
11/25/2022,10:23:00,8.7,8.7,8.7,8.7,8.71,8.71,8.71,8.7,6,50,82,0,0,0,54.30%,58.10%
11/25/2022,10:24:00,8.7,8.7,8.7,8.7,8.7,8.7,8.71,8.7,12,47,81,0,0,0,52.87%,56.36%
11/25/2022,10:25:00,8.7,8.7,8.7,8.7,8.7,8.7,8.71,8.7,321,50,84,0,0,0,51.91%,54.88%
11/25/2022,10:26:00,8.7,8.7,8.7,8.7,8.7,8.7,8.71,8.7,50,51,84,0,0,0,51.27%,53.68%
11/25/2022,10:27:00,8.7,8.71,8.7,8.7,8.7,8.7,8.71,8.7,23,51,84,0,0,0,50.85%,52.73%
11/25/2022,10:28:00,8.71,8.71,8.7,8.71,8.7,8.7,8.71,8.7,23,49,82,0,0,0,56.12%,53.86%
11/25/2022,10:29:00,8.7,8.7,8.7,8.7,8.7,8.7,8.71,8.7,28,46,80,0,0,0,54.08%,53.94%
11/25/2022,10:30:00,8.7,8.71,8.7,8.71,8.7,8.7,8.71,8.7,19,47,79,0,0,0,56.05%,54.64%
11/25/2022,10:31:00,8.7,8.71,8.7,8.71,8.7,8.7,8.71,8.7,9,46,77,0,0,0,57.37%,55.55%
11/25/2022,10:32:00,8.7,8.71,8.7,8.71,8.71,8.7,8.71,8.7,26,47,74,0,0,0,58.25%,56.45%
11/25/2022,10:33:00,8.71,8.71,8.7,8.7,8.71,8.7,8.71,8.7,70,48,75,0,0,0,52.16%,55.02%
11/25/2022,10:34:00,8.7,8.7,8.68,8.7,8.71,8.7,8.71,8.7,953,69,84,0,0,0,48.11%,52.72%
11/25/2022,10:35:00,8.7,8.7,8.69,8.69,8.7,8.7,8.71,8.7,22,68,81,0,0,0,38.74%,48.06%
11/25/2022,10:36:00,8.69,8.69,8.68,8.69,8.7,8.7,8.71,8.7,88,69,82,0,0,0,32.49%,42.87%
11/25/2022,10:37:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,2,69,81,0,0,0,35.00%,40.24%
11/25/2022,10:38:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,5,69,81,0,0,0,36.66%,39.05%
11/25/2022,10:39:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,173,72,83,0,0,0,37.78%,38.63%
11/25/2022,10:40:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,79,72,83,0,0,0,45.18%,40.81%
11/25/2022,10:41:00,8.71,8.71,8.71,8.71,8.7,8.7,8.7,8.7,0,69,81,0,0,0,50.12%,43.92%
11/25/2022,10:42:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,3,68,80,0,0,0,50.08%,45.97%
11/25/2022,10:43:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,43,59,80,0,0,0,58.39%,50.11%
11/25/2022,10:44:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,4,58,78,0,0,0,55.59%,51.94%
11/25/2022,10:45:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,1,57,77,0,0,0,53.73%,52.53%
11/25/2022,10:46:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,10,57,74,0,0,0,52.49%,52.52%
11/25/2022,10:47:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,29,57,74,0,0,0,51.66%,52.23%
11/25/2022,10:48:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,87,58,75,0,0,0,51.10%,51.86%
11/25/2022,10:49:00,8.7,8.7,8.69,8.69,8.7,8.7,8.7,8.7,149,61,72,0,0,0,42.40%,48.70%
11/25/2022,10:50:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,1,61,71,0,0,0,36.60%,44.67%
11/25/2022,10:51:00,8.69,8.7,8.69,8.7,8.7,8.7,8.7,8.7,5,62,67,0,0,0,41.07%,43.47%
11/25/2022,10:52:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,3,62,67,0,0,0,44.05%,43.66%
11/25/2022,10:53:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,1,62,66,0,0,0,46.03%,44.45%
11/25/2022,10:54:00,8.69,8.7,8.69,8.7,8.7,8.7,8.7,8.7,75,62,67,0,0,0,47.35%,45.42%
11/25/2022,10:55:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,1,62,66,0,0,0,48.24%,46.36%
11/25/2022,10:56:00,8.69,8.7,8.69,8.7,8.7,8.7,8.7,8.7,8,62,66,0,0,0,48.82%,47.18%
11/25/2022,10:57:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,141,65,68,0,0,0,40.88%,45.08%
11/25/2022,10:58:00,8.69,8.69,8.68,8.69,8.7,8.7,8.7,8.7,159,68,68,0,0,0,35.59%,41.92%
11/25/2022,10:59:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,12,67,66,0,0,0,32.06%,38.63%
11/25/2022,11:00:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,21,68,65,0,0,0,29.71%,35.66%
11/25/2022,11:01:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,0,67,62,0,0,0,28.14%,33.15%
11/25/2022,11:02:00,8.69,8.7,8.69,8.7,8.69,8.7,8.7,8.7,5,67,60,0,0,0,35.42%,33.91%
11/25/2022,11:03:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,9,67,58,0,0,0,31.95%,33.26%
11/25/2022,11:04:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,2,66,57,0,0,0,29.63%,32.05%
11/25/2022,11:05:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,6,59,54,0,0,0,28.09%,30.73%
11/25/2022,11:06:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,2,57,54,0,0,0,27.06%,29.51%
11/25/2022,11:07:00,8.69,8.7,8.69,8.7,8.69,8.69,8.7,8.7,26,58,54,0,0,0,34.71%,31.24%
11/25/2022,11:08:00,8.7,8.7,8.69,8.69,8.69,8.69,8.7,8.7,28,58,54,0,0,0,31.47%,31.32%
11/25/2022,11:09:00,8.7,8.7,8.69,8.69,8.69,8.69,8.7,8.7,27,58,52,0,0,0,29.31%,30.65%
11/25/2022,11:10:00,8.69,8.7,8.69,8.69,8.69,8.69,8.7,8.7,39,58,52,0,0,0,27.88%,29.72%
11/25/2022,11:11:00,8.7,8.7,8.69,8.7,8.69,8.69,8.7,8.7,39,59,53,0,0,0,35.25%,31.57%
11/25/2022,11:12:00,8.7,8.7,8.7,8.7,8.69,8.69,8.7,8.7,0,58,53,0,0,0,40.17%,34.43%
11/25/2022,11:13:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,12,57,52,0,0,0,43.44%,37.44%
11/25/2022,11:14:00,8.69,8.69,8.69,8.69,8.7,8.69,8.7,8.7,1,33,51,0,0,0,37.30%,37.39%
11/25/2022,11:15:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,51,34,51,0,0,0,33.20%,35.99%
11/25/2022,11:16:00,8.69,8.7,8.69,8.7,8.7,8.69,8.7,8.7,61,33,51,0,0,0,38.80%,36.93%
11/25/2022,11:17:00,8.69,8.69,8.69,8.69,8.7,8.69,8.7,8.7,2,33,51,0,0,0,34.20%,36.02%
11/25/2022,11:18:00,8.69,8.7,8.69,8.7,8.7,8.69,8.7,8.7,25,34,51,0,0,0,39.47%,37.17%
11/25/2022,11:19:00,8.69,8.69,8.69,8.69,8.7,8.69,8.69,8.7,30,30,51,0,0,0,34.64%,36.33%
11/25/2022,11:20:00,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.7,80,30,51,0,0,0,31.43%,34.69%
11/25/2022,11:21:00,8.69,8.7,8.69,8.7,8.69,8.69,8.69,8.7,10,30,49,0,0,0,37.62%,35.67%
11/25/2022,11:22:00,8.7,8.7,8.7,8.7,8.7,8.69,8.69,8.7,5,30,49,0,0,0,41.75%,37.69%
11/25/2022,11:23:00,8.69,8.69,8.69,8.69,8.7,8.69,8.69,8.7,121,32,45,0,0,0,36.16%,37.18%
11/25/2022,11:24:00,8.7,8.7,8.69,8.69,8.69,8.69,8.69,8.7,55,33,46,0,0,0,32.44%,35.60%
11/25/2022,11:25:00,8.7,8.7,8.7,8.7,8.7,8.69,8.69,8.7,1,33,45,0,0,0,38.30%,36.50%
11/25/2022,11:26:00,8.7,8.7,8.69,8.7,8.7,8.7,8.69,8.7,35,34,46,0,0,0,42.20%,38.40%
11/25/2022,11:27:00,8.7,8.7,8.7,8.7,8.7,8.7,8.69,8.7,1,33,45,0,0,0,44.80%,40.53%
11/25/2022,11:28:00,8.7,8.7,8.69,8.69,8.7,8.7,8.69,8.7,4,31,45,0,0,0,38.20%,39.75%
11/25/2022,11:29:00,8.69,8.69,8.69,8.69,8.7,8.69,8.69,8.7,1,28,45,0,0,0,33.80%,37.77%
11/25/2022,11:30:00,8.7,8.7,8.7,8.7,8.7,8.69,8.69,8.7,2,28,45,0,0,0,39.20%,38.25%
11/25/2022,11:31:00,8.7,8.7,8.7,8.7,8.7,8.7,8.69,8.7,116,30,46,0,0,0,42.80%,39.76%
11/25/2022,11:32:00,8.7,8.7,8.69,8.69,8.7,8.7,8.69,8.7,10,31,46,0,0,0,36.87%,38.80%
11/25/2022,11:33:00,8.7,8.7,8.7,8.7,8.7,8.7,8.69,8.7,1,31,46,0,0,0,41.24%,39.61%
11/25/2022,11:34:00,8.7,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8,29,45,0,0,0,44.16%,41.13%
11/25/2022,11:35:00,8.7,8.7,8.69,8.69,8.7,8.7,8.69,8.7,315,37,49,0,0,0,37.78%,40.01%
11/25/2022,11:36:00,8.69,8.69,8.69,8.69,8.7,8.7,8.69,8.7,2,37,49,0,0,0,33.52%,37.85%
11/25/2022,11:37:00,8.69,8.69,8.69,8.69,8.7,8.7,8.69,8.7,14,33,49,0,0,0,33.46%,36.38%
11/25/2022,11:38:00,8.69,8.7,8.69,8.69,8.69,8.69,8.69,8.7,39,30,49,0,0,0,33.41%,35.39%
11/25/2022,11:39:00,8.69,8.7,8.69,8.69,8.69,8.69,8.69,8.7,12,30,49,0,0,0,33.39%,34.73%
11/25/2022,11:40:00,8.7,8.7,8.69,8.69,8.69,8.69,8.69,8.7,47,31,49,0,0,0,33.37%,34.27%
11/25/2022,11:41:00,8.69,8.7,8.69,8.7,8.69,8.69,8.69,8.7,13,31,49,0,0,0,44.47%,37.67%
11/25/2022,11:42:00,8.7,8.7,8.69,8.69,8.69,8.69,8.69,8.7,6,31,49,0,0,0,40.76%,38.70%
11/25/2022,11:43:00,8.7,8.71,8.69,8.71,8.69,8.69,8.7,8.7,345,40,53,0,0,0,60.50%,45.97%
11/25/2022,11:44:00,8.71,8.71,8.71,8.71,8.7,8.7,8.7,8.7,0,40,53,0,0,0,73.67%,55.20%
11/25/2022,11:45:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,2,40,49,0,0,0,71.34%,60.58%
11/25/2022,11:46:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,20,40,49,0,0,0,69.78%,63.65%
11/25/2022,11:47:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,177,44,51,0,0,0,68.74%,65.34%
11/25/2022,11:48:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,23,44,51,0,0,0,68.05%,66.25%
11/25/2022,11:49:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,4,43,50,0,0,0,67.59%,66.69%
11/25/2022,11:50:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,7,42,50,0,0,0,78.39%,70.59%
11/25/2022,11:51:00,8.71,8.71,8.71,8.71,8.7,8.7,8.7,8.7,1,41,50,0,0,0,85.60%,75.59%
11/25/2022,11:52:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,3,42,50,0,0,0,79.29%,76.82%
11/25/2022,11:53:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,54,43,50,0,0,0,75.08%,76.24%
11/25/2022,11:54:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,207,48,40,0,0,0,72.28%,74.92%
11/25/2022,11:55:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,101,49,41,0,0,0,70.41%,73.42%
11/25/2022,11:56:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,106,50,42,0,0,0,69.16%,72.00%
11/25/2022,11:57:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,116,53,43,0,0,0,79.44%,74.48%
11/25/2022,11:58:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,242,58,46,0,0,0,75.18%,74.71%
11/25/2022,11:59:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,2,58,44,0,0,0,72.34%,73.92%
11/25/2022,12:00:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,14,56,43,0,0,0,70.45%,72.77%
11/25/2022,12:01:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,244,62,46,0,0,0,80.30%,75.28%
11/25/2022,12:02:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,53,63,47,0,0,0,75.76%,75.44%
11/25/2022,12:03:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,10,60,46,0,0,0,72.73%,74.53%
11/25/2022,12:04:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,158,63,48,0,0,0,70.71%,73.26%
11/25/2022,12:05:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,50,64,49,0,0,0,69.36%,71.96%
11/25/2022,12:06:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,25,64,49,0,0,0,68.46%,70.79%
11/25/2022,12:07:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,12,64,49,0,0,0,67.86%,69.82%
11/25/2022,12:08:00,8.7,8.7,8.69,8.7,8.7,8.7,8.7,8.7,511,77,54,0,0,0,67.46%,69.03%
11/25/2022,12:09:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,7,77,52,0,0,0,67.20%,68.42%
11/25/2022,12:10:00,8.7,8.7,8.69,8.69,8.7,8.7,8.7,8.7,21,77,53,0,0,0,55.91%,64.25%
11/25/2022,12:11:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,61,76,53,0,0,0,59.50%,62.67%
11/25/2022,12:12:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,35,77,54,0,0,0,61.89%,62.41%
11/25/2022,12:13:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,5,77,54,0,0,0,63.48%,62.76%
11/25/2022,12:14:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,10,77,53,0,0,0,64.54%,63.36%
11/25/2022,12:15:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,6,69,53,0,0,0,65.25%,63.99%
11/25/2022,12:16:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,0,69,53,0,0,0,65.72%,64.57%
11/25/2022,12:17:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,224,74,54,0,0,0,66.04%,65.06%
11/25/2022,12:18:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,30,74,52,0,0,0,77.36%,69.16%
11/25/2022,12:19:00,8.71,8.71,8.7,8.71,8.7,8.7,8.7,8.7,16,74,52,0,0,0,84.91%,74.41%
11/25/2022,12:20:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,26,74,52,0,0,0,78.83%,75.88%
11/25/2022,12:21:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,51,75,53,0,0,0,74.77%,75.51%
11/25/2022,12:22:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,0,74,53,0,0,0,72.07%,74.36%
11/25/2022,12:23:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,105,68,54,0,0,0,59.16%,69.30%
11/25/2022,12:24:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,13,69,54,0,0,0,50.55%,63.05%
11/25/2022,12:25:00,8.7,8.7,8.69,8.69,8.7,8.7,8.7,8.7,7,69,54,0,0,0,44.81%,56.97%
11/25/2022,12:26:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,4,69,54,0,0,0,40.99%,51.64%
11/25/2022,12:27:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,4,64,54,0,0,0,38.43%,47.24%
11/25/2022,12:28:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,28,64,54,0,0,0,25.62%,40.03%
11/25/2022,12:29:00,8.7,8.7,8.69,8.69,8.69,8.7,8.7,8.7,103,67,55,0,0,0,17.08%,32.38%
11/25/2022,12:30:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,5,67,55,0,0,0,11.39%,25.38%
11/25/2022,12:31:00,8.69,8.7,8.69,8.69,8.69,8.7,8.7,8.7,3,67,54,0,0,0,7.59%,19.45%
11/25/2022,12:32:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,7,67,54,0,0,0,5.06%,14.66%
11/25/2022,12:33:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,11,66,54,0,0,0,3.37%,10.90%
11/25/2022,12:34:00,8.69,8.7,8.69,8.69,8.69,8.69,8.7,8.7,19,61,54,0,0,0,2.25%,8.01%
11/25/2022,12:35:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,1,59,54,0,0,0,1.50%,5.84%
11/25/2022,12:36:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,30,57,53,0,0,0,1.00%,4.23%
11/25/2022,12:37:00,8.69,8.7,8.69,8.69,8.69,8.69,8.7,8.7,33,55,54,0,0,0,0.67%,3.04%
11/25/2022,12:38:00,8.7,8.7,8.7,8.7,8.69,8.69,8.7,8.7,2,49,54,0,0,0,17.11%,7.73%
11/25/2022,12:39:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,6,49,53,0,0,0,11.41%,8.96%
11/25/2022,12:40:00,8.7,8.7,8.69,8.7,8.69,8.69,8.7,8.7,24,49,53,0,0,0,24.27%,14.06%
11/25/2022,12:41:00,8.7,8.7,8.7,8.7,8.69,8.69,8.7,8.7,21,43,53,0,0,0,32.85%,20.32%
11/25/2022,12:42:00,8.7,8.7,8.69,8.7,8.7,8.69,8.7,8.7,21,43,53,0,0,0,38.57%,26.40%
11/25/2022,12:43:00,8.7,8.7,8.69,8.7,8.7,8.69,8.7,8.7,24,43,52,0,0,0,42.38%,31.73%
11/25/2022,12:44:00,8.7,8.7,8.69,8.69,8.7,8.69,8.7,8.7,48,40,52,0,0,0,28.25%,30.57%
11/25/2022,12:45:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,6,39,52,0,0,0,35.50%,32.21%
11/25/2022,12:46:00,8.7,8.7,8.7,8.7,8.7,8.69,8.7,8.7,342,47,55,0,0,0,40.33%,34.92%
11/25/2022,12:47:00,8.7,8.71,8.7,8.71,8.7,8.7,8.7,8.7,465,58,61,0,0,0,60.22%,43.35%
11/25/2022,12:48:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,117,49,63,0,0,0,56.82%,47.84%
11/25/2022,12:49:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,40,49,63,0,0,0,54.54%,50.08%
11/25/2022,12:50:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,41,50,64,0,0,0,53.03%,51.06%
11/25/2022,12:51:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,30,49,63,0,0,0,52.02%,51.38%
11/25/2022,12:52:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,9,48,63,0,0,0,51.35%,51.37%
11/25/2022,12:53:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,0,48,63,0,0,0,50.90%,51.21%
11/25/2022,12:54:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,25,49,63,0,0,0,50.60%,51.01%
11/25/2022,12:55:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,66,50,60,0,0,0,50.40%,50.80%
11/25/2022,12:56:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,12,50,60,0,0,0,50.27%,50.62%
11/25/2022,12:57:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,19,45,60,0,0,0,50.18%,50.48%
11/25/2022,12:58:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,160,49,61,0,0,0,50.12%,50.36%
11/25/2022,12:59:00,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,1,48,61,0,0,0,50.08%,50.26%
11/25/2022,13:00:00,8.71,8.71,8.7,8.7,8.7,8.7,8.7,8.7,29,48,61,0,0,0,50.05%,50.19%
11/25/2022,13:01:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,55,48,62,0,0,0,50.04%,50.14%
11/25/2022,13:02:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,141,52,63,0,0,0,50.02%,50.10%
11/25/2022,13:03:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,132,53,61,0,0,0,50.02%,50.07%
11/25/2022,13:04:00,8.7,8.71,8.7,8.7,8.7,8.7,8.7,8.7,565,66,68,0,0,0,50.01%,50.05%
11/25/2022,13:05:00,8.7,8.7,8.69,8.69,8.7,8.7,8.7,8.7,469,78,73,0,0,0,33.34%,44.48%
11/25/2022,13:06:00,8.69,8.7,8.69,8.69,8.7,8.7,8.7,8.7,28,79,74,0,0,0,22.23%,37.06%
11/25/2022,13:07:00,8.69,8.7,8.69,8.69,8.7,8.7,8.7,8.7,63,80,72,0,0,0,14.82%,29.65%
11/25/2022,13:08:00,8.7,8.7,8.69,8.7,8.7,8.7,8.7,8.7,15,80,72,0,0,0,26.55%,28.61%
11/25/2022,13:09:00,8.69,8.69,8.69,8.69,8.7,8.7,8.7,8.7,11,77,72,0,0,0,17.70%,24.97%
11/25/2022,13:10:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,103,80,73,0,0,0,11.80%,20.58%
11/25/2022,13:11:00,8.69,8.7,8.69,8.7,8.69,8.7,8.7,8.7,4,80,73,0,0,0,24.53%,21.90%
11/25/2022,13:12:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,137,83,75,0,0,0,16.35%,20.05%
11/25/2022,13:13:00,8.69,8.69,8.69,8.69,8.69,8.7,8.7,8.7,204,88,77,0,0,0,10.90%,17.00%
11/25/2022,13:14:00,8.69,8.7,8.69,8.69,8.69,8.7,8.7,8.7,9,88,74,0,0,0,7.27%,13.76%
11/25/2022,13:15:00,8.7,8.7,8.69,8.69,8.69,8.69,8.7,8.7,251,94,76,0,0,0,4.85%,10.79%
11/25/2022,13:16:00,8.69,8.7,8.69,8.69,8.69,8.69,8.7,8.7,231,99,78,0,0,0,3.23%,8.27%
11/25/2022,13:17:00,8.69,8.69,8.69,8.69,8.69,8.69,8.7,8.7,66,100,77,0,0,0,2.15%,6.23%
